Date,tfut_2_rf,tfut_5_rf,tfut_10_rf,tfut_20_rf,tfut_30_rf,tfut_ois_2,tfut_ois_5,tfut_ois_10,tfut_ois_20,tfut_ois_30,tfut_2_ttm,tfut_5_ttm,tfut_10_ttm,tfut_20_ttm,tfut_30_ttm
2004-06-23,-15.737000000000002,99.455,64.41799999999999,83.17,,146.96,176.8175,176.8175,176.8175,,99.0,191.0,191.0,191.0,
2004-06-24,-19.993,100.95400000000001,63.771,99.725,,147.5688888888889,176.71388888888887,176.71388888888887,176.71388888888887,,98.0,190.0,190.0,190.0,
2004-06-25,-25.089,96.173,56.938,83.94,,149.09722222222223,177.58249999999998,177.58249999999998,177.58249999999998,,97.0,189.0,189.0,189.0,
2004-06-28,-16.785,97.406,47.47,70.548,,150.39777777777778,180.10500000000002,180.10500000000002,180.10500000000002,,94.0,186.0,186.0,186.0,
2004-06-29,105.30600000000001,87.968,53.205000000000005,70.99499999999999,,151.31666666666666,182.1777777777778,182.1777777777778,182.1777777777778,,93.0,185.0,185.0,185.0,
2004-06-30,92.474,71.629,28.665000000000003,13.611999999999998,,147.33333333333334,176.23555555555555,176.23555555555555,176.23555555555555,,92.0,184.0,184.0,184.0,
2004-07-01,,104.10900000000001,70.184,76.897,,,176.33166666666668,176.33166666666668,176.33166666666668,,,183.0,183.0,183.0,
2004-07-02,,89.105,67.39699999999999,88.486,,,175.20666666666668,175.20666666666668,175.20666666666668,,,182.0,182.0,182.0,
2004-07-06,,105.806,75.098,79.2,,,172.36,172.36,172.36,,,178.0,178.0,178.0,
2004-07-07,,104.67299999999999,78.794,88.14699999999999,,,170.13333333333333,170.13333333333333,170.13333333333333,,,177.0,177.0,177.0,
2004-07-08,,110.856,78.927,79.833,,,170.39555555555555,170.39555555555555,170.39555555555555,,,176.0,176.0,176.0,
2004-07-09,,97.32499999999999,71.018,60.24,,,169.88888888888889,169.88888888888889,169.88888888888889,,,175.0,175.0,175.0,
2004-07-12,,103.997,76.69399999999999,81.988,,,169.85555555555555,169.85555555555555,169.85555555555555,,,172.0,172.0,172.0,
2004-07-13,,96.819,55.42,41.654,,,171.51000000000002,171.51000000000002,171.51000000000002,,,171.0,171.0,171.0,
2004-07-14,,100.982,66.23599999999999,71.69,,,172.10000000000002,172.10000000000002,172.10000000000002,,,170.0,170.0,170.0,
2004-07-15,,104.414,67.209,72.124,,,172.50333333333333,172.50333333333333,172.50333333333333,,,169.0,169.0,169.0,
2004-07-16,,94.58800000000001,65.02,70.39999999999999,,,171.46666666666667,171.46666666666667,171.46666666666667,,,168.0,168.0,168.0,
2004-07-19,,101.978,72.345,58.606,,,171.21666666666667,171.21666666666667,171.21666666666667,,,165.0,165.0,165.0,
2004-07-20,64.46,97.032,65.607,56.413999999999994,,173.83666666666667,173.83666666666667,173.83666666666667,173.83666666666667,,164.0,164.0,164.0,164.0,
2004-07-21,,93.02,55.903000000000006,38.991,,,174.02111111111108,174.02111111111108,174.02111111111108,,,163.0,163.0,163.0,
2004-07-22,,86.038,64.655,84.276,,,174.52,174.52,174.52,,,162.0,162.0,162.0,
2004-07-23,,96.979,91.172,67.83,,,175.48722222222221,175.48722222222221,175.48722222222221,,,161.0,161.0,161.0,
2004-07-26,,122.59299999999999,115.993,123.81200000000001,,,175.76888888888888,175.76888888888888,175.76888888888888,,,158.0,158.0,158.0,
2004-07-27,,113.399,106.93900000000001,114.117,,,178.105,178.105,178.105,,,157.0,157.0,157.0,
2004-07-28,,97.371,84.80199999999999,91.808,,,177.42666666666668,177.42666666666668,177.42666666666668,,,156.0,156.0,156.0,
2004-07-29,,107.783,87.522,76.25699999999999,,,177.51666666666668,177.51666666666668,177.51666666666668,,,155.0,155.0,155.0,
2004-07-30,,113.471,98.748,69.958,,,175.82444444444442,175.82444444444442,175.82444444444442,,,154.0,154.0,154.0,
2004-08-02,,105.664,97.603,60.669,,,174.17333333333335,174.17333333333335,174.17333333333335,,,151.0,151.0,151.0,
2004-08-03,,119.89000000000001,110.49,93.4,,,174.53333333333333,174.53333333333333,174.53333333333333,,,150.0,150.0,150.0,
2004-08-04,68.791,106.837,90.697,55.919,,176.00333333333333,176.00333333333333,176.00333333333333,176.00333333333333,,149.0,149.0,149.0,149.0,
2004-08-05,55.747,101.91600000000001,96.184,71.208,,175.65,175.65,175.65,175.65,,148.0,148.0,148.0,148.0,
2004-08-06,,116.34100000000001,116.53999999999999,72.492,,,167.24666666666667,167.24666666666667,167.24666666666667,,,147.0,147.0,147.0,
2004-08-09,61.397999999999996,128.14600000000002,124.99,115.11800000000001,,168.21,168.21,168.21,168.21,,144.0,144.0,144.0,144.0,
2004-08-10,56.459,120.803,120.063,97.95700000000001,,171.4122222222222,171.4122222222222,171.4122222222222,171.4122222222222,,143.0,143.0,143.0,143.0,
2004-08-11,48.08,108.523,100.722,87.095,,172.81555555555553,172.81555555555553,172.81555555555553,172.81555555555553,,142.0,142.0,142.0,142.0,
2004-08-12,,126.76700000000001,118.36,101.513,,,173.4933333333333,173.4933333333333,173.4933333333333,,,141.0,141.0,141.0,
2004-08-13,55.559999999999995,130.711,128.971,128.38799999999998,,172.77777777777777,172.77777777777777,172.77777777777777,172.77777777777777,,140.0,140.0,140.0,140.0,
2004-08-16,50.214999999999996,129.077,122.30000000000001,100.237,,173.40888888888887,173.40888888888887,173.40888888888887,173.40888888888887,,137.0,137.0,137.0,137.0,
2004-08-17,33.053,98.77,97.965,70.05,,172.16,172.16,172.16,172.16,,136.0,136.0,136.0,136.0,
2004-08-18,46.716,125.462,137.409,119.55199999999999,,172.85,172.85,172.85,172.85,,135.0,135.0,135.0,135.0,
2004-08-19,45.791,115.41999999999999,124.89300000000001,97.762,,174.0222222222222,174.0222222222222,174.0222222222222,174.0222222222222,,134.0,134.0,134.0,134.0,
2004-08-20,44.391999999999996,111.745,103.35000000000001,73.177,,174.20055555555555,174.20055555555555,174.20055555555555,174.20055555555555,,133.0,133.0,133.0,133.0,
2004-08-23,47.477000000000004,112.36699999999999,117.88400000000001,104.539,,175.9111111111111,175.9111111111111,175.9111111111111,175.9111111111111,,130.0,130.0,130.0,130.0,
2004-08-24,45.122,114.899,102.458,72.521,,176.9,176.9,176.9,176.9,,129.0,129.0,129.0,129.0,
2004-08-25,48.896,126.04299999999999,106.349,95.095,,177.97333333333333,177.97333333333333,177.97333333333333,177.97333333333333,,128.0,128.0,128.0,128.0,
2004-08-26,35.72,97.167,91.283,55.911,,177.8177777777778,177.8177777777778,177.8177777777778,177.8177777777778,,127.0,127.0,127.0,127.0,
2004-08-27,37.31,124.998,103.851,98.551,,177.36999999999998,177.36999999999998,177.36999999999998,177.36999999999998,,126.0,126.0,126.0,126.0,
2004-08-30,38.505,107.75699999999999,96.271,84.185,,175.77666666666664,175.77666666666664,175.77666666666664,175.77666666666664,,123.0,123.0,123.0,123.0,
2004-08-31,12.770000000000001,99.74300000000001,91.021,95.015,,175.67111111111112,175.67111111111112,175.67111111111112,175.67111111111112,,122.0,122.0,122.0,122.0,
2004-09-01,29.258,119.27600000000001,134.35299999999998,81.016,,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,,121.0,121.0,121.0,121.0,
2004-09-02,61.381,146.895,165.55,145.297,,178.26666666666668,178.26666666666668,178.26666666666668,178.26666666666668,,120.0,120.0,120.0,120.0,
2004-09-03,58.730000000000004,136.385,125.854,93.773,,183.56666666666666,183.56666666666666,183.56666666666666,183.56666666666666,,119.0,119.0,119.0,119.0,
2004-09-07,39.428000000000004,123.031,113.19699999999999,106.964,,183.30555555555554,183.30555555555554,183.30555555555554,183.30555555555554,,115.0,115.0,115.0,115.0,
2004-09-08,41.028999999999996,142.669,145.031,119.845,,181.98333333333335,181.98333333333335,181.98333333333335,181.98333333333335,,114.0,114.0,114.0,114.0,
2004-09-09,43.655,135.654,140.48000000000002,113.029,,183.42999999999998,183.42999999999998,183.42999999999998,183.42999999999998,,113.0,113.0,113.0,113.0,
2004-09-10,40.824,143.415,148.079,154.67,,181.67666666666665,181.67666666666665,181.67666666666665,181.67666666666665,,112.0,112.0,112.0,112.0,
2004-09-13,16.21,133.66199999999998,146.45,96.95,,182.24833333333333,182.24833333333333,182.24833333333333,182.24833333333333,,109.0,109.0,109.0,109.0,
2004-09-14,34.452,132.05,150.582,111.53800000000001,,182.55,182.55,182.55,182.55,,108.0,108.0,108.0,108.0,
2004-09-15,30.288999999999998,137.805,123.17899999999999,93.126,,183.7577777777778,183.7577777777778,183.7577777777778,183.7577777777778,,107.0,107.0,107.0,107.0,
2004-09-16,42.161,134.202,147.024,116.946,,185.19777777777776,185.19777777777776,185.19777777777776,185.19777777777776,,106.0,106.0,106.0,106.0,
2004-09-17,16.46,113.327,113.991,75.712,,185.76666666666668,185.76666666666668,185.76666666666668,185.76666666666668,,105.0,105.0,105.0,105.0,
2004-09-20,10.892,135.25400000000002,147.442,141.244,,185.99333333333334,185.99333333333334,185.99333333333334,185.99333333333334,,102.0,102.0,102.0,102.0,
2004-09-21,37.422,147.005,142.87,144.48700000000002,,187.13333333333333,187.13333333333333,187.13333333333333,187.13333333333333,,101.0,101.0,101.0,101.0,
2004-09-22,21.471,158.864,155.633,131.936,,187.37777777777777,202.0861111111111,202.0861111111111,202.0861111111111,,100.0,190.0,190.0,190.0,
2004-09-23,15.507000000000001,150.495,136.272,87.857,,187.615,203.45,203.45,203.45,,99.0,189.0,189.0,189.0,
2004-09-24,21.055,156.898,151.618,118.12,,190.23333333333335,207.16333333333333,207.16333333333333,207.16333333333333,,98.0,188.0,188.0,188.0,
2004-09-27,13.722000000000001,158.434,154.85500000000002,113.541,,189.66666666666669,206.8222222222222,206.8222222222222,206.8222222222222,,95.0,185.0,185.0,185.0,
2004-09-28,20.915,160.03799999999998,148.489,121.672,,189.90444444444447,207.7522222222222,207.7522222222222,207.7522222222222,,94.0,184.0,184.0,184.0,
2004-09-29,22.958000000000002,159.508,157.581,130.941,,191.76166666666666,208.53249999999997,208.53249999999997,208.53249999999997,,93.0,183.0,183.0,183.0,
2004-09-30,159.71599999999998,167.775,161.344,120.672,,191.7711111111111,208.41944444444445,208.41944444444445,208.41944444444445,,92.0,182.0,182.0,182.0,
2004-10-01,,159.763,151.105,111.331,,,209.0594444444444,209.0594444444444,209.0594444444444,,,181.0,181.0,181.0,
2004-10-04,,164.304,147.75400000000002,109.639,,,209.38666666666666,209.38666666666666,209.38666666666666,,,178.0,178.0,178.0,
2004-10-05,,165.477,166.40200000000002,139.33599999999998,,,208.9483333333333,208.9483333333333,208.9483333333333,,,177.0,177.0,177.0,
2004-10-06,,165.96800000000002,161.317,124.668,,,210.47777777777782,210.47777777777782,210.47777777777782,,,176.0,176.0,176.0,
2004-10-07,,166.408,158.899,128.278,,,211.71666666666664,211.71666666666664,211.71666666666664,,,175.0,175.0,175.0,
2004-10-08,,160.611,159.172,131.144,,,209.4666666666667,209.4666666666667,209.4666666666667,,,174.0,174.0,174.0,
2004-10-11,,,,,,,,,208.95000000000002,,,,,171.0,
2004-10-12,,156.067,163.205,121.23299999999999,,,207.24444444444444,207.24444444444444,207.24444444444444,,,170.0,170.0,170.0,
2004-10-13,,154.493,145.00900000000001,131.164,,,206.14166666666668,206.14166666666668,206.14166666666668,,,169.0,169.0,169.0,
2004-10-14,,170.73000000000002,168.534,131.50900000000001,,,205.92666666666668,205.92666666666668,205.92666666666668,,,168.0,168.0,168.0,
2004-10-15,,165.21699999999998,152.214,124.96499999999999,,,206.99388888888888,206.99388888888888,206.99388888888888,,,167.0,167.0,167.0,
2004-10-18,,163.683,156.223,116.37599999999999,,,208.05777777777777,208.05777777777777,208.05777777777777,,,164.0,164.0,164.0,
2004-10-19,,162.416,156.798,107.4,,,208.5633333333333,208.5633333333333,208.5633333333333,,,163.0,163.0,163.0,
2004-10-20,,166.791,159.44899999999998,112.67799999999998,,,208.29999999999998,208.29999999999998,208.29999999999998,,,162.0,162.0,162.0,
2004-10-21,,177.306,167.987,132.938,,,210.47388888888884,210.47388888888884,210.47388888888884,,,161.0,161.0,161.0,
2004-10-22,,168.082,166.862,125.851,,,211.14444444444445,211.14444444444445,211.14444444444445,,,160.0,160.0,160.0,
2004-10-25,,175.298,179.38400000000001,138.11,,,209.8733333333333,209.8733333333333,209.8733333333333,,,157.0,157.0,157.0,
2004-10-26,,189.157,199.459,166.097,,,210.3933333333333,210.3933333333333,210.3933333333333,,,156.0,156.0,156.0,
2004-10-27,,165.13500000000002,171.52700000000002,129.964,,,212.5722222222222,212.5722222222222,212.5722222222222,,,155.0,155.0,155.0,
2004-10-28,,151.183,134.269,70.37400000000001,,,215.58888888888887,215.58888888888887,215.58888888888887,,,154.0,154.0,154.0,
2004-10-29,,171.607,167.524,138.005,,,218.10999999999999,218.10999999999999,218.10999999999999,,,153.0,153.0,153.0,
2004-11-01,,160.755,161.79,107.473,,,217.33333333333334,217.33333333333334,217.33333333333334,,,150.0,150.0,150.0,
2004-11-02,,161.209,151.038,68.406,,,217.37055555555557,217.37055555555557,217.37055555555557,,,149.0,149.0,149.0,
2004-11-03,,191.991,183.96699999999998,132.816,,,218.23000000000002,218.23000000000002,218.23000000000002,,,148.0,148.0,148.0,
2004-11-04,,188.91500000000002,189.90800000000002,163.93599999999998,,,219.56333333333333,219.56333333333333,219.56333333333333,,,147.0,147.0,147.0,
2004-11-05,,168.124,168.786,114.567,,,226.11777777777777,226.11777777777777,226.11777777777777,,,146.0,146.0,146.0,
2004-11-08,,192.803,191.882,165.99699999999999,,,226.94833333333335,226.94833333333335,226.94833333333335,,,143.0,143.0,143.0,
2004-11-09,,199.09799999999998,204.926,181.71699999999998,,,230.5911111111111,230.5911111111111,230.5911111111111,,,142.0,142.0,142.0,
2004-11-10,,176.287,163.87,108.453,,,229.1183333333333,229.1183333333333,229.1183333333333,,,141.0,141.0,141.0,
2004-11-11,,,,,,,228.2888888888889,228.2888888888889,228.2888888888889,,,140.0,140.0,140.0,
2004-11-12,53.230999999999995,152.234,158.769,130.978,,228.73555555555555,228.73555555555555,228.73555555555555,228.73555555555555,,139.0,139.0,139.0,139.0,
2004-11-15,,179.00300000000001,187.067,159.25199999999998,,,229.33555555555554,229.33555555555554,229.33555555555554,,,136.0,136.0,136.0,
2004-11-16,67.011,188.231,191.25300000000001,168.244,,230.875,230.875,230.875,230.875,,135.0,135.0,135.0,135.0,
2004-11-17,43.202,171.102,176.599,163.089,,229.8944444444444,229.8944444444444,229.8944444444444,229.8944444444444,,134.0,134.0,134.0,134.0,
2004-11-18,59.117,177.22199999999998,172.639,150.036,,232.1511111111111,232.1511111111111,232.1511111111111,232.1511111111111,,133.0,133.0,133.0,133.0,
2004-11-19,81.122,194.414,189.472,194.028,,233.39333333333335,233.39333333333335,233.39333333333335,233.39333333333335,,132.0,132.0,132.0,132.0,
2004-11-22,75.748,183.529,201.81,206.63,,233.61666666666667,233.61666666666667,233.61666666666667,233.61666666666667,,129.0,129.0,129.0,129.0,
2004-11-23,67.164,192.201,197.381,167.494,,235.29888888888885,235.29888888888885,235.29888888888885,235.29888888888885,,128.0,128.0,128.0,128.0,
2004-11-24,61.877,192.149,195.077,173.181,,235.98833333333334,235.98833333333334,235.98833333333334,235.98833333333334,,127.0,127.0,127.0,127.0,
2004-11-26,58.987,186.339,201.412,186.72899999999998,,235.66111111111115,235.66111111111115,235.66111111111115,235.66111111111115,,125.0,125.0,125.0,125.0,
2004-11-29,68.027,170.448,172.092,140.803,,236.2422222222222,236.2422222222222,236.2422222222222,236.2422222222222,,122.0,122.0,122.0,122.0,
2004-11-30,64.87899999999999,185.76600000000002,188.242,138.744,,236.0672222222222,236.0672222222222,236.0672222222222,236.0672222222222,,121.0,121.0,121.0,121.0,
2004-12-01,54.05,184.108,165.574,117.24799999999999,,235.63333333333335,235.63333333333335,235.63333333333335,235.63333333333335,,120.0,120.0,120.0,120.0,
2004-12-02,65.105,203.756,211.177,203.64399999999998,,238.7577777777778,238.7577777777778,238.7577777777778,238.7577777777778,,119.0,119.0,119.0,119.0,
2004-12-03,44.49,164.42600000000002,166.42,144.496,,236.59777777777776,236.59777777777776,236.59777777777776,236.59777777777776,,118.0,118.0,118.0,118.0,
2004-12-06,49.362,178.80700000000002,160.511,114.91,,236.81944444444446,236.81944444444446,236.81944444444446,236.81944444444446,,115.0,115.0,115.0,115.0,
2004-12-07,46.299,181.93699999999998,181.49699999999999,145.268,,237.83333333333334,237.83333333333334,237.83333333333334,237.83333333333334,,114.0,114.0,114.0,114.0,
2004-12-08,26.239,189.32500000000002,187.846,180.119,,238.3,238.3,238.3,238.3,,113.0,113.0,113.0,113.0,
2004-12-09,46.825,208.819,217.389,187.281,,240.28888888888886,240.28888888888886,240.28888888888886,240.28888888888886,,112.0,112.0,112.0,112.0,
2004-12-10,45.189,188.265,203.417,159.87,,240.44999999999996,240.44999999999996,240.44999999999996,240.44999999999996,,111.0,111.0,111.0,111.0,
2004-12-13,34.802,187.335,205.08700000000002,172.55,,240.49999999999997,240.49999999999997,240.49999999999997,240.49999999999997,,108.0,108.0,108.0,108.0,
2004-12-14,27.967,182.517,194.45600000000002,164.391,,240.9327777777778,240.9327777777778,240.9327777777778,240.9327777777778,,107.0,107.0,107.0,107.0,
2004-12-15,33.091,192.09799999999998,200.728,208.214,,241.69111111111113,241.69111111111113,241.69111111111113,241.69111111111113,,106.0,106.0,106.0,106.0,
2004-12-16,35.923,191.073,218.56,189.364,,242.33333333333334,242.33333333333334,242.33333333333334,242.33333333333334,,105.0,105.0,105.0,105.0,
2004-12-17,31.354,191.862,194.242,157.88199999999998,,241.7711111111111,241.7711111111111,241.7711111111111,241.7711111111111,,104.0,104.0,104.0,104.0,
2004-12-20,25.562,174.276,165.522,129.694,,241.60888888888888,241.60888888888888,241.60888888888888,241.60888888888888,,101.0,101.0,101.0,101.0,
2004-12-21,25.848,,214.81799999999998,196.40200000000002,,241.42222222222222,,265.1830555555556,265.1830555555556,,100.0,,191.0,191.0,
2004-12-22,17.641000000000002,221.345,215.763,198.956,,241.84,263.78333333333336,263.78333333333336,263.78333333333336,,99.0,190.0,190.0,190.0,
2004-12-23,17.399,225.16600000000003,,196.46300000000002,,243.73777777777778,265.155,,265.155,,98.0,189.0,,189.0,
2004-12-27,40.583000000000006,233.604,219.236,197.355,,244.42000000000004,265.175,265.175,265.175,,94.0,185.0,185.0,185.0,
2004-12-28,15.137999999999998,227.067,215.20700000000002,199.928,,243.91666666666666,265.44,265.44,265.44,,93.0,184.0,184.0,184.0,
2004-12-29,27.284000000000002,233.388,219.984,207.54999999999998,,245.55333333333334,270.3933333333333,270.3933333333333,270.3933333333333,,92.0,183.0,183.0,183.0,
2004-12-30,199.41500000000002,215.98700000000002,207.30599999999998,176.74,,245.7355555555556,267.04222222222216,267.04222222222216,267.04222222222216,,91.0,182.0,182.0,182.0,
2004-12-31,,223.41000000000003,211.69199999999998,205.69899999999998,,,267.65944444444443,267.65944444444443,267.65944444444443,,,181.0,181.0,181.0,
2005-01-03,,218.23399999999998,208.13799999999998,193.559,,,271.00555555555553,271.00555555555553,271.00555555555553,,,178.0,178.0,178.0,
2005-01-04,,225.695,234.63400000000001,230.584,,,269.31666666666666,269.31666666666666,269.31666666666666,,,177.0,177.0,177.0,
2005-01-05,,228.613,227.40800000000002,205.355,,,270.70444444444445,270.70444444444445,270.70444444444445,,,176.0,176.0,176.0,
2005-01-06,,216.419,206.17600000000002,181.64000000000001,,,270.53333333333336,270.53333333333336,270.53333333333336,,,175.0,175.0,175.0,
2005-01-07,,213.49900000000002,206.51199999999997,165.204,,,271.5466666666666,271.5466666666666,271.5466666666666,,,174.0,174.0,174.0,
2005-01-10,,220.132,211.19,186.129,,,272.415,272.415,272.415,,,171.0,171.0,171.0,
2005-01-11,,217.693,213.495,216.86899999999997,,,272.53333333333336,272.53333333333336,272.53333333333336,,,170.0,170.0,170.0,
2005-01-12,,222.721,217.60000000000002,207.77899999999997,,,272.91833333333335,272.91833333333335,272.91833333333335,,,169.0,169.0,169.0,
2005-01-13,,206.94400000000002,188.57399999999998,156.24800000000002,,,274.21999999999997,274.21999999999997,274.21999999999997,,,168.0,168.0,168.0,
2005-01-14,,221.777,214.26,206.166,,,275.7788888888889,275.7788888888889,275.7788888888889,,,167.0,167.0,167.0,
2005-01-18,,221.37099999999998,211.422,216.405,,,275.65277777777777,275.65277777777777,275.65277777777777,,,163.0,163.0,163.0,
2005-01-19,,223.80100000000002,203.025,194.906,,,275.42,275.42,275.42,,,162.0,162.0,162.0,
2005-01-20,,229.114,219.31699999999998,229.054,,,276.3161111111111,276.3161111111111,276.3161111111111,,,161.0,161.0,161.0,
2005-01-21,,232.729,221.855,223.743,,,274.9222222222222,274.9222222222222,274.9222222222222,,,160.0,160.0,160.0,
2005-01-24,,233.11700000000002,212.57799999999997,223.07800000000003,,,275.2311111111111,275.2311111111111,275.2311111111111,,,157.0,157.0,157.0,
2005-01-25,,237.56599999999997,234.564,265.066,,,276.0466666666667,276.0466666666667,276.0466666666667,,,156.0,156.0,156.0,
2005-01-26,,235.39,216.87699999999998,232.627,,,278.61944444444447,278.61944444444447,278.61944444444447,,,155.0,155.0,155.0,
2005-01-27,,233.17999999999998,227.592,264.60400000000004,,,278.12888888888887,278.12888888888887,278.12888888888887,,,154.0,154.0,154.0,
2005-01-28,,232.113,219.082,238.313,,,277.77000000000004,277.77000000000004,277.77000000000004,,,153.0,153.0,153.0,
2005-01-31,,225.60699999999997,206.492,233.637,,,278.1666666666667,278.1666666666667,278.1666666666667,,,150.0,150.0,150.0,
2005-02-01,,236.001,226.58700000000002,258.676,,,278.4977777777778,278.4977777777778,278.4977777777778,,,149.0,149.0,149.0,
2005-02-02,,240.706,239.929,243.396,,,278.81333333333333,278.81333333333333,278.81333333333333,,,148.0,148.0,148.0,
2005-02-03,,236.457,231.231,241.005,,,280.7166666666667,280.7166666666667,280.7166666666667,,,147.0,147.0,147.0,
2005-02-04,167.537,239.838,238.60800000000003,248.75799999999998,,280.1644444444444,280.1644444444444,280.1644444444444,280.1644444444444,,146.0,146.0,146.0,146.0,
2005-02-07,167.59,234.69299999999998,224.028,241.78799999999998,,280.46222222222224,280.46222222222224,280.46222222222224,280.46222222222224,,143.0,143.0,143.0,143.0,
2005-02-08,164.287,210.873,202.489,192.713,,279.74888888888887,279.74888888888887,279.74888888888887,279.74888888888887,,142.0,142.0,142.0,142.0,
2005-02-09,166.755,238.10699999999997,241.43200000000002,259.735,,279.2933333333333,279.2933333333333,279.2933333333333,279.2933333333333,,141.0,141.0,141.0,141.0,
2005-02-10,180.88500000000002,252.886,260.73499999999996,269.82300000000004,,281.8444444444445,281.8444444444445,281.8444444444445,281.8444444444445,,140.0,140.0,140.0,140.0,
2005-02-11,172.649,244.15800000000002,205.52700000000002,233.18500000000003,,282.47,282.47,282.47,282.47,,139.0,139.0,139.0,139.0,
2005-02-14,175.051,234.96800000000002,217.437,246.842,,282.9277777777778,282.9277777777778,282.9277777777778,282.9277777777778,,136.0,136.0,136.0,136.0,
2005-02-15,171.352,235.35,230.29799999999997,255.166,,283.6,283.6,283.6,283.6,,135.0,135.0,135.0,135.0,
2005-02-16,170.64600000000002,222.72899999999998,220.596,241.628,,284.6288888888889,284.6288888888889,284.6288888888889,284.6288888888889,,134.0,134.0,134.0,134.0,
2005-02-17,174.308,221.30899999999997,212.256,236.73700000000002,,285.41388888888883,285.41388888888883,285.41388888888883,285.41388888888883,,133.0,133.0,133.0,133.0,
2005-02-18,175.915,234.465,222.402,252.80399999999997,,287.0,287.0,287.0,287.0,,132.0,132.0,132.0,132.0,
2005-02-22,172.01999999999998,231.22199999999998,214.25900000000001,249.53400000000002,,286.8844444444444,286.8844444444444,286.8844444444444,286.8844444444444,,128.0,128.0,128.0,128.0,
2005-02-23,162.143,212.03799999999998,198.553,219.23,,287.30777777777774,287.30777777777774,287.30777777777774,287.30777777777774,,127.0,127.0,127.0,127.0,
2005-02-24,175.58800000000002,229.15800000000002,224.366,269.054,,289.79999999999995,289.79999999999995,289.79999999999995,289.79999999999995,,126.0,126.0,126.0,126.0,
2005-02-25,165.814,217.566,204.256,243.655,,289.7555555555556,289.7555555555556,289.7555555555556,289.7555555555556,,125.0,125.0,125.0,125.0,
2005-02-28,182.298,252.345,239.716,266.49699999999996,,290.8888888888889,290.8888888888889,290.8888888888889,290.8888888888889,,122.0,122.0,122.0,122.0,
2005-03-01,173.50799999999998,223.108,202.80700000000002,242.11399999999998,,292.2155555555555,292.2155555555555,292.2155555555555,292.2155555555555,,121.0,121.0,121.0,121.0,
2005-03-02,175.449,220.09799999999998,219.132,250.29,,291.43333333333334,291.43333333333334,291.43333333333334,291.43333333333334,,120.0,120.0,120.0,120.0,
2005-03-03,169.099,215.49200000000002,204.435,247.13500000000002,,292.4972222222222,292.4972222222222,292.4972222222222,292.4972222222222,,119.0,119.0,119.0,119.0,
2005-03-04,171.38500000000002,224.03900000000002,222.147,246.64999999999998,,291.58333333333337,291.58333333333337,291.58333333333337,291.58333333333337,,118.0,118.0,118.0,118.0,
2005-03-07,176.746,239.982,232.98499999999999,283.48,,291.4166666666667,291.4166666666667,291.4166666666667,291.4166666666667,,115.0,115.0,115.0,115.0,
2005-03-08,175.124,253.04700000000003,259.787,285.967,,292.36333333333334,292.36333333333334,292.36333333333334,292.36333333333334,,114.0,114.0,114.0,114.0,
2005-03-09,183.378,245.126,250.89800000000002,281.83099999999996,,293.23111111111115,293.23111111111115,293.23111111111115,293.23111111111115,,113.0,113.0,113.0,113.0,
2005-03-10,178.994,250.45099999999996,252.486,274.537,,294.6688888888889,294.6688888888889,294.6688888888889,294.6688888888889,,112.0,112.0,112.0,112.0,
2005-03-11,183.37300000000002,243.424,236.94099999999997,237.748,,295.6216666666666,295.6216666666666,295.6216666666666,295.6216666666666,,111.0,111.0,111.0,111.0,
2005-03-14,181.374,229.932,211.903,234.707,,295.72,295.72,295.72,295.72,,108.0,108.0,108.0,108.0,
2005-03-15,191.676,242.313,242.841,262.275,,296.4555555555555,296.4555555555555,296.4555555555555,296.4555555555555,,107.0,107.0,107.0,107.0,
2005-03-16,176.405,230.325,214.984,240.63,,296.4711111111111,296.4711111111111,296.4711111111111,296.4711111111111,,106.0,106.0,106.0,106.0,
2005-03-17,175.863,237.676,221.374,257.03900000000004,,296.65000000000003,296.65000000000003,296.65000000000003,296.65000000000003,,105.0,105.0,105.0,105.0,
2005-03-18,187.24099999999999,244.285,223.645,235.604,,297.09666666666664,297.09666666666664,297.09666666666664,297.09666666666664,,104.0,104.0,104.0,104.0,
2005-03-21,185.149,254.71599999999998,232.814,263.055,,298.2227777777778,298.2227777777778,298.2227777777778,298.2227777777778,,101.0,101.0,101.0,101.0,
2005-03-22,219.251,282.696,267.562,319.089,,299.8277777777777,326.2233333333333,326.2233333333333,326.2233333333333,,100.0,192.0,192.0,192.0,
2005-03-23,178.046,250.104,210.826,247.662,,298.06,326.5225,326.5225,326.5225,,99.0,191.0,191.0,191.0,
2005-03-24,184.914,281.906,249.88199999999998,287.395,,299.5488888888889,329.1555555555555,329.1555555555555,329.1555555555555,,98.0,190.0,190.0,190.0,
2005-03-28,191.183,283.546,256.642,308.298,,299.95666666666665,327.44666666666666,327.44666666666666,327.44666666666666,,94.0,186.0,186.0,186.0,
2005-03-29,171.30700000000002,264.37,230.99099999999999,266.032,,299.6983333333333,326.9888888888889,326.9888888888889,326.9888888888889,,93.0,185.0,185.0,185.0,
2005-03-30,168.459,263.02599999999995,230.79399999999998,266.028,,297.76444444444445,327.99555555555554,327.99555555555554,327.99555555555554,,92.0,184.0,184.0,184.0,
2005-03-31,250.039,270.695,228.435,270.017,,298.235,328.72499999999997,328.72499999999997,328.72499999999997,,91.0,183.0,183.0,183.0,
